timestamp,meter_id,load,lag_1,lag_2,lag_24,roll24_mean,hour,dayofweek,month,is_weekend
2025-04-27 15:00:00,339950.3076923077,222.22615344707785,206.23807584322415,226.64769157996554,211.8300006573017,219.62262730402085,15,6,4,1
2025-04-27 16:00:00,339950.3076923077,216.61538520226117,222.22615344707785,206.23807584322415,223.3296150794396,220.0558003369282,16,6,4,1
2025-04-27 17:00:00,335011.0,224.32416661580405,216.61538520226117,222.22615344707785,226.9792310274565,219.7760407587124,17,6,4,1
2025-04-27 18:00:00,339950.3076923077,216.0907672001765,224.32416661580405,216.61538520226117,229.93077146089996,219.66541307489362,18,6,4,1
2025-04-27 19:00:00,339950.3076923077,222.83576906644382,216.0907672001765,224.32416661580405,223.70307628925033,219.08874623069676,19,6,4,1
2025-04-27 20:00:00,335011.0,208.45791689554855,222.83576906644382,216.0907672001765,215.0246165348934,219.05260842974653,20,6,4,1
2025-04-27 21:00:00,243579.66666666666,231.48555416531042,208.45791689554855,222.83576906644382,214.2857683621921,218.7789959447738,21,6,4,1
2025-04-27 22:00:00,216496.57142857142,228.7292872837613,231.48555416531042,208.45791689554855,204.00346081073474,219.49565368657042,22,6,4,1
2025-04-27 23:00:00,216496.57142857142,114.36464364188065,228.7292872837613,231.48555416531042,212.89884537916922,220.52589645627984,23,6,4,1
2025-04-28 00:00:00,282339.0,0.0,114.36464364188065,228.7292872837613,212.17909102006396,216.42030471722617,0,0,4,0
2025-04-28 01:00:00,272692.2,91.59200134277339,0.0,114.36464364188065,215.07230729323175,207.57950925805685,1,0,4,0
2025-04-28 02:00:00,249330.25,207.34250068664562,91.59200134277339,0.0,217.2656667073569,202.43449651012108,2,0,4,0
2025-04-28 03:00:00,397488.28571428574,163.481427873884,207.34250068664562,91.59200134277339,219.5029163360596,202.02103125925808,3,0,4,0
2025-04-28 04:00:00,282339.0,239.31000264485684,163.481427873884,207.34250068664562,220.5841655731201,199.68680257333412,4,0,4,0
2025-04-28 05:00:00,276451.75,181.756248474121,239.31000264485684,163.481427873884,223.070416132609,200.46704578465645,5,0,4,0
2025-04-28 06:00:00,272673.8,173.50699768066403,181.756248474121,239.31000264485684,211.54038414588342,198.74562213221944,6,0,4,0
2025-04-28 07:00:00,268743.85714285716,142.8292868477958,173.50699768066403,181.756248474121,224.05208333333346,197.16089769616863,7,0,4,0
2025-04-28 08:00:00,242209.25,187.4456243515015,142.8292868477958,173.50699768066403,235.48153921274044,193.77661450927124,8,0,4,0
2025-04-28 09:00:00,284113.1111111111,189.4555536905925,187.4456243515015,142.8292868477958,237.6250005868765,191.77511805671963,9,0,4,0
2025-04-28 10:00:00,295624.0,222.05749893188485,189.4555536905925,187.4456243515015,227.53333218892416,189.76805776937445,10,0,4,0
2025-04-28 11:00:00,295624.0,220.51250228881835,222.05749893188485,189.4555536905925,201.25961538461542,189.53989805033117,11,0,4,0
